timestamp,open,high,low,close,volume
2024-01-01T00:00:00,2200.0,2226.0,2190.0,2212.0,950.0
2024-01-01T01:00:00,2212.0,2237.81,2201.0,2222.81,980.94
2024-01-01T02:00:00,2222.81,2248.47,2210.81,2232.47,1011.54
2024-01-01T03:00:00,2232.47,2258.02,2222.47,2241.02,1041.46
2024-01-01T04:00:00,2241.02,2266.58,2230.02,2248.58,1070.38
2024-01-01T05:00:00,2248.58,2269.35,2236.58,2255.35,1097.98
2024-01-01T06:00:00,2255.35,2276.55,2245.35,2261.55,1123.97
2024-01-01T07:00:00,2261.55,2283.44,2250.55,2267.44,1148.09
2024-01-01T08:00:00,2267.44,2290.24,2255.44,2273.24,1170.1
2024-01-01T09:00:00,2273.24,2297.14,2263.24,2279.14,1189.8
2024-01-01T10:00:00,2279.14,2299.27,2268.14,2285.27,1207.02
2024-01-01T11:00:00,2285.27,2306.67,2273.27,2291.67,1221.64
2024-01-01T12:00:00,2291.67,2314.3,2281.67,2298.3,1233.56
2024-01-01T13:00:00,2298.3,2322.04,2287.3,2305.04,1242.74
2024-01-01T14:00:00,2305.04,2329.68,2293.04,2311.68,1249.18
2024-01-01T15:00:00,2311.68,2331.98,2301.68,2317.98,1252.92
2024-01-01T16:00:00,2317.98,2338.64,2306.98,2323.64,1254.04
2024-01-01T17:00:00,2323.64,2344.37,2311.64,2328.37,1252.66
2024-01-01T18:00:00,2328.37,2348.9,2318.37,2331.9,1248.94
2024-01-01T19:00:00,2331.9,2352.03,2320.9,2334.03,1243.09
2024-01-01T20:00:00,2334.03,2348.62,2322.03,2334.62,1235.33
2024-01-01T21:00:00,2334.62,2349.62,2323.63,2333.63,1225.93
2024-01-01T22:00:00,2333.63,2349.63,2320.12,2331.12,1215.17
2024-01-01T23:00:00,2331.12,2348.12,2315.27,2327.27,1203.37
2024-01-02T00:00:00,2327.27,2345.27,2312.35,2322.35,1190.84
2024-01-02T01:00:00,2322.35,2336.35,2305.71,2316.71,1177.92
2024-01-02T02:00:00,2316.71,2331.71,2298.75,2310.75,1203.04
2024-01-02T03:00:00,2310.75,2326.75,2294.91,2304.91,1233.71
2024-01-02T04:00:00,2304.91,2321.91,2288.63,2299.63,1263.74
2024-01-02T05:00:00,2299.63,2317.63,2283.29,2295.29,1292.8
2024-01-02T06:00:00,2295.29,2309.29,2282.23,2292.23,1320.59
2024-01-02T07:00:00,2292.23,2307.23,2279.69,2290.69,1346.82
2024-01-02T08:00:00,2290.69,2306.82,2278.69,2290.82,1371.2
2024-01-02T09:00:00,2290.82,2309.65,2280.82,2292.65,1393.5
2024-01-02T10:00:00,2292.65,2314.11,2281.65,2296.11,1413.52
2024-01-02T11:00:00,2296.11,2315.04,2284.11,2301.04,1431.08
2024-01-02T12:00:00,2301.04,2322.2,2291.04,2307.2,1446.05
2024-01-02T13:00:00,2307.2,2330.29,2296.2,2314.29,1458.33
2024-01-02T14:00:00,2314.29,2339.0,2302.29,2322.0,1467.88
2024-01-02T15:00:00,2322.0,2348.02,2312.0,2330.02,1474.68
2024-01-02T16:00:00,2330.02,2352.09,2319.02,2338.09,1478.77
2024-01-02T17:00:00,2338.09,2360.99,2326.09,2345.99,1480.23
2024-01-02T18:00:00,2345.99,2369.6,2335.99,2353.6,1479.17
2024-01-02T19:00:00,2353.6,2377.87,2342.6,2360.87,1475.76
2024-01-02T20:00:00,2360.87,2385.84,2348.87,2367.84,1470.18
2024-01-02T21:00:00,2367.84,2388.62,2357.84,2374.62,1462.66
2024-01-02T22:00:00,2374.62,2396.4,2363.62,2381.4,1453.46
2024-01-02T23:00:00,2381.4,2404.41,2369.4,2388.41,1442.86
2024-01-03T00:00:00,2388.41,2412.87,2378.41,2395.87,1431.18
2024-01-03T01:00:00,2395.87,2422.0,2384.87,2404.0,1418.72
2024-01-03T02:00:00,2404.0,2426.99,2392.0,2412.99,1405.84
2024-01-03T03:00:00,2412.99,2437.93,2402.99,2422.93,1425.14
2024-01-03T04:00:00,2422.93,2449.85,2411.93,2433.85,1455.86
2024-01-03T05:00:00,2433.85,2462.67,2421.85,2445.67,1485.99
2024-01-03T06:00:00,2445.67,2476.24,2435.67,2458.24,1515.21
2024-01-03T07:00:00,2458.24,2485.29,2447.24,2471.29,1543.18
2024-01-03T08:00:00,2471.29,2499.48,2459.29,2484.48,1569.63
2024-01-03T09:00:00,2484.48,2513.45,2474.48,2497.45,1594.27
2024-01-03T10:00:00,2497.45,2526.78,2486.45,2509.78,1616.86
2024-01-03T11:00:00,2509.78,2539.09,2497.78,2521.09,1637.19
2024-01-03T12:00:00,2521.09,2545.01,2511.09,2531.01,1655.09
2024-01-03T13:00:00,2531.01,2554.28,2520.01,2539.28,1670.41
2024-01-03T14:00:00,2539.28,2561.68,2527.28,2545.68,1683.05
2024-01-03T15:00:00,2545.68,2567.14,2535.68,2550.14,1692.96
2024-01-03T16:00:00,2550.14,2570.68,2539.14,2552.68,1700.13
2024-01-03T17:00:00,2552.68,2567.44,2540.68,2553.44,1704.58
2024-01-03T18:00:00,2553.44,2568.44,2542.64,2552.64,1706.38
2024-01-03T19:00:00,2552.64,2568.64,2539.61,2550.61,1705.65
2024-01-03T20:00:00,2550.61,2567.61,2535.7,2547.7,1702.53
2024-01-03T21:00:00,2547.7,2565.7,2534.31,2544.31,1697.23
2024-01-03T22:00:00,2544.31,2558.31,2529.82,2540.82,1689.95
2024-01-03T23:00:00,2540.82,2555.82,2525.57,2537.57,1680.96
2024-01-04T00:00:00,2537.57,2553.57,2524.85,2534.85,1670.53
2024-01-04T01:00:00,2534.85,2551.85,2521.84,2532.84,1658.97
2024-01-04T02:00:00,2532.84,2550.84,2519.67,2531.67,1646.6
2024-01-04T03:00:00,2531.67,2545.67,2521.34,2531.34,1633.76
2024-01-04T04:00:00,2531.34,2546.78,2520.34,2531.78,1647.23
2024-01-04T05:00:00,2531.78,2548.84,2519.78,2532.84,1678.0
2024-01-04T06:00:00,2532.84,2551.32,2522.84,2534.32,1708.24
2024-01-04T07:00:00,2534.32,2553.99,2523.32,2535.99,1737.59
2024-01-04T08:00:00,2535.99,2551.63,2523.99,2537.63,1765.75
2024-01-04T09:00:00,2537.63,2554.05,2527.63,2539.05,1792.41
2024-01-04T10:00:00,2539.05,2556.11,2528.05,2540.11,1817.31
2024-01-04T11:00:00,2540.11,2557.75,2528.11,2540.75,1840.18
2024-01-04T12:00:00,2540.75,2559.0,2530.75,2541.0,1860.83
2024-01-04T13:00:00,2541.0,2555.0,2529.97,2540.97,1879.05
2024-01-04T14:00:00,2540.97,2555.97,2528.84,2540.84,1894.72
2024-01-04T15:00:00,2540.84,2556.9,2530.84,2540.9,1907.72
2024-01-04T16:00:00,2540.9,2558.44,2529.9,2541.44,1918.0
2024-01-04T17:00:00,2541.44,2560.8,2529.44,2542.8,1925.53
2024-01-04T18:00:00,2542.8,2559.3,2532.8,2545.3,1930.33
2024-01-04T19:00:00,2545.3,2564.22,2534.3,2549.22,1932.48
2024-01-04T20:00:00,2549.22,2570.78,2537.22,2554.78,1932.08
2024-01-04T21:00:00,2554.78,2579.09,2544.78,2562.09,1929.27
2024-01-04T22:00:00,2562.09,2589.19,2551.09,2571.19,1924.25
2024-01-04T23:00:00,2571.19,2595.98,2559.19,2581.98,1917.22
2024-01-05T00:00:00,2581.98,2609.27,2571.98,2594.27,1908.44
2024-01-05T01:00:00,2594.27,2623.77,2583.27,2607.77,1898.18
2024-01-05T02:00:00,2607.77,2639.12,2595.77,2622.12,1886.76
2024-01-05T03:00:00,2622.12,2654.89,2612.12,2636.89,1874.48
2024-01-05T04:00:00,2636.89,2665.66,2625.89,2651.66,1861.67
